Created On,Topic,Owner,Potential Customer,Status,Status Reason,Est. revenue,Est. close date,Actual Revenue,Actual Close date,Probability,Rating,Sales Stage,Forecast category,Customer Need,Proposed Solution,Source Campaign,Purchase Process,Purchase Timeframe,Currency,Contact,Price List,Revenue
03/27/25,Contoso Suites | CP Cappuccino Cup with Saucer,Sebastian Wright,Consolidated Messenger,Open,In Progress,150,04/06/25,0,,100,Hot,Develop,Committed,DRINKWARE,CP Cappuccino Cup with Saucer,Coffee Innovation Webinar,Unknown,Immediate,US Dollar,Lucy Lambert,Contoso Coffee Price List,User Provided
03/28/22,Relecloud | Smart Grind Travel,Sebastian Wright,Consolidated Messenger,Won,Won,6450,06/02/22,6450,06/02/22,80,Hot,Close,Won,CONSUMER COFFEE GRINDERS,Smart Grind Travel,,Individual,This Quarter,US Dollar,Orestas Schafer,Contoso Coffee Price List,User Provided
05/17/22,Best For You Organics Company | Storage Canister,Sebastian Wright,Consolidated Messenger,Lost,Canceled,750,08/16/22,0,08/16/22,15,Cold,Qualify,,DRINKWARE,Storage Canister,Loyalty Customer Promotion,Committee,Next Quarter,US Dollar,Logan Patterson,Contoso Coffee Price List,User Provided
08/27/22,Consolidated Messenger | Airpot,Sebastian Wright,Consolidated Messenger,Lost,Canceled,5550,11/01/22,0,11/01/22,35,Cold,Close,Lost,COMMERCIAL COFFEE MAKERS,Airpot,Loyalty Customer Promotion,Committee,This Quarter,US Dollar,Angela Nicholson,Contoso Coffee Price List,User Provided
02/02/25,Lamna Healthcare Company | Travel Mug XL,Sebastian Wright,Contoso Ltd.,Open,In Progress,1600,05/05/25,0,,60,Warm,Propose,Best Case,DRINKWARE,Travel Mug XL,,Individual,Next Quarter,US Dollar,Tracy Harding,Contoso Coffee Price List,User Provided
04/18/23,Consolidated Messenger | Caf̩ Corto,Sebastian Wright,Contoso Ltd.,Lost,Canceled,193250,05/15/24,0,05/15/24,5,Cold,Develop,,COMMERCIAL ESPRESSO,Caf̩ Corto,Intelligent Coffee Machine Showcase,Unknown,This Year,US Dollar,Angela Nicholson,Contoso Coffee Price List,User Provided
04/16/23,Consolidated Messenger | CP Latte Cup with Saucer,Sebastian Wright,Contoso Ltd.,Lost,Canceled,150,11/02/23,0,11/02/23,10,Cold,Qualify,,DRINKWARE,CP Latte Cup with Saucer,Loyalty Customer Promotion,Committee,This Year,US Dollar,Angela Nicholson,Contoso Coffee Price List,User Provided
07/21/23,Consolidated Messenger | Deluxe Decanter,Sebastian Wright,Contoso Ltd.,Lost,Canceled,900,09/20/23,0,09/20/23,45,Cold,Qualify,,DRINKWARE,Deluxe Decanter,Loyalty Customer Promotion,Committee,This Quarter,US Dollar,Angela Nicholson,Contoso Coffee Price List,User Provided
09/17/22,Consolidated Messenger | Drink Spoon,Sebastian Wright,Contoso Ltd.,Lost,Canceled,100,11/16/22,0,11/16/22,45,Cold,Qualify,,DRINKWARE,Drink Spoon,Loyalty Customer Promotion,Committee,This Quarter,US Dollar,Angela Nicholson,Contoso Coffee Price List,User Provided
04/30/22,Consolidated Messenger | Drink Spoon,Sebastian Wright,Contoso Ltd.,Lost,Canceled,200,11/16/22,0,11/16/22,5,Cold,Qualify,,DRINKWARE,Drink Spoon,Barista Monthly Digest,Unknown,This Year,US Dollar,Angela Nicholson,Contoso Coffee Price List,User Provided
04/29/23,Consolidated Messenger | Drink Spoon,Sebastian Wright,Contoso Ltd.,Lost,Canceled,200,11/15/23,0,11/15/23,5,Cold,Qualify,,DRINKWARE,Drink Spoon,New Product Release,Unknown,This Year,US Dollar,Angela Nicholson,Contoso Coffee Price List,User Provided
07/07/24,Margie's Travel | Airpot,Sebastian Wright,Contoso Ltd.,Won,Won,6450,07/23/24,6450,07/23/24,80,Hot,Close,Won,COMMERCIAL COFFEE MAKERS,Airpot,,Individual,Immediate,US Dollar,Jan Stevens,Contoso Coffee Price List,User Provided
08/31/21,Lamna Healthcare Company | Airpot Duo,Sebastian Wright,Contoso Ltd.,Won,Won,3000,09/13/21,3000,09/13/21,80,Hot,Close,Won,COMMERCIAL COFFEE MAKERS,Airpot Duo,,Individual,Immediate,US Dollar,Tracy Harding,Contoso Coffee Price List,User Provided
05/12/22,Contoso Ltd. | 1-Year Organic Office Coffee Subscription,Sebastian Wright,Contoso Ltd.,Lost,Canceled,3350,05/25/22,0,05/25/22,50,Cold,Close,,SUBSCRIPTION-CM,1-Year Organic Office Coffee Subscription,Barista Monthly Digest,Unknown,Immediate,US Dollar,Daisy Pope,Contoso Coffee Price List,User Provided
02/10/24,Best For You Organics Company | Caf̩ S-200 Semi-Automatic,Sebastian Wright,Contoso Ltd.,Won,Won,148800,07/18/24,148800,07/18/24,90,Hot,Close,Won,COMMERCIAL ESPRESSO,Caf̩ S-200 Semi-Automatic,Coffee Machine Excellence,Individual,Immediate,US Dollar,Logan Patterson,Contoso Coffee Price List,User Provided
08/22/22,Contoso Suites | Airpot,Sebastian Wright,Contoso Ltd.,Won,Won,6150,09/07/22,6150,09/07/22,80,Hot,Close,Won,COMMERCIAL COFFEE MAKERS,Airpot,,Individual,Immediate,US Dollar,Lucy Lambert,Contoso Coffee Price List,User Provided
08/27/24,Contoso Ltd. | Accu Scale,Sebastian Wright,Contoso Ltd.,Lost,Canceled,500,11/26/24,0,11/26/24,40,Cold,Qualify,,DRINKWARE,Accu Scale,Coffee Machine Excellence,Individual,Next Quarter,US Dollar,Daisy Pope,Contoso Coffee Price List,User Provided
04/21/24,Bellows College | 2-Year Organic Office Coffee Subscription,Sebastian Wright,Contoso Ltd.,Won,Won,57450,08/16/24,57450,08/16/24,85,Hot,Close,Won,SUBSCRIPTION-CM,2-Year Organic Office Coffee Subscription,Coffee Machine Excellence,Individual,This Quarter,US Dollar,Lina Nevland,Contoso Coffee Price List,User Provided
05/28/24,Contoso Suites | Airpot Duo,Sebastian Wright,Contoso Ltd.,Lost,Out-Sold,3900,06/11/24,0,06/11/24,60,Warm,Close,Lost,COMMERCIAL COFFEE MAKERS,Airpot Duo,Loyalty Customer Promotion,Committee,Immediate,US Dollar,Lucy Lambert,Contoso Coffee Price List,User Provided
12/10/22,Best For You Organics Company | Diner Mug,Sebastian Wright,Contoso Ltd.,Won,Won,450,12/20/22,450,12/20/22,85,Hot,Close,Won,DRINKWARE,Diner Mug,Coffee Machine Excellence,Individual,Immediate,US Dollar,Logan Patterson,Contoso Coffee Price List,User Provided
02/19/23,Contoso Ltd. | AutoDrip,Sebastian Wright,Contoso Ltd.,Lost,Canceled,1850,03/03/23,0,03/03/23,45,Cold,Close,Lost,CONSUMER COFFEE MAKERS,AutoDrip,Coffee Innovation Webinar,Unknown,Immediate,US Dollar,Daisy Pope,Contoso Coffee Price List,User Provided
07/21/24,Munson's Pickles and Preserves Farm | Caf̩ S-100 Semi-Automatic,Sebastian Wright,Contoso Ltd.,Open,In Progress,402350,09/06/25,0,,5,Cold,Develop,Omitted,COMMERCIAL ESPRESSO,Caf̩ S-100 Semi-Automatic,,Individual,Immediate,US Dollar,Sue Vance,Contoso Coffee Price List,User Provided
04/26/24,Best For You Organics Company | 2-Year Organic Office Coffee Subscription,Sebastian Wright,Contoso Ltd.,Won,Won,42900,08/07/24,42900,08/07/24,75,Warm,Close,Won,SUBSCRIPTION-CM,2-Year Organic Office Coffee Subscription,Coffee Machine Excellence,Individual,This Quarter,US Dollar,Logan Patterson,Contoso Coffee Price List,User Provided
08/07/21,Contoso Ltd. | Brew Filters,Sebastian Wright,Contoso Ltd.,Lost,Canceled,200,08/17/21,0,08/17/21,40,Cold,Qualify,,DRINKWARE,Brew Filters,Barista Monthly Digest,Unknown,Immediate,US Dollar,Daisy Pope,Contoso Coffee Price List,User Provided
07/23/21,VanArsdel Ltd. | Airpot XL,Sebastian Wright,Contoso Ltd.,Won,Won,4050,08/06/21,4050,08/06/21,75,Warm,Close,,COMMERCIAL COFFEE MAKERS,Airpot XL,,Individual,Immediate,US Dollar,Roland Hofmann,Contoso Coffee Price List,User Provided
05/22/22,Contoso Ltd. | Caf̩ Corto,Sebastian Wright,Contoso Ltd.,Lost,Canceled,44900,07/16/22,0,07/16/22,35,Cold,Develop,Lost,COMMERCIAL ESPRESSO,Caf̩ Corto,Coffee Trade Fair,Unknown,Immediate,US Dollar,Daisy Pope,Contoso Coffee Price List,User Provided
04/16/21,Contoso Suites | Cupping Glass,Sebastian Wright,Contoso Pharmaceuticals,Won,Won,150,04/26/21,150,04/26/21,85,Hot,Close,,DRINKWARE,Cupping Glass,Coffee Machine Excellence,Individual,Immediate,US Dollar,Lucy Lambert,Contoso Coffee Price List,User Provided
05/09/23,Trey Research | Caf̩ Grande,Sebastian Wright,Contoso Suites,Won,Won,181700,11/17/23,181700,11/17/23,95,Hot,Close,,COMMERCIAL ESPRESSO,Caf̩ Grande,,Individual,Immediate,US Dollar,Alex Baker,Contoso Coffee Price List,User Provided
04/11/24,Contoso Pharmaceuticals | Smart Grind Travel,Sebastian Wright,Contoso Suites,Lost,Canceled,750,06/11/24,0,06/11/24,30,Cold,Qualify,,CONSUMER COFFEE GRINDERS,Smart Grind Travel,Customer Follow-up,Unknown,This Quarter,US Dollar,Robert Lyon,Contoso Coffee Price List,User Provided
05/27/24,Contoso Pharmaceuticals | Water line,Sebastian Wright,Contoso Suites,Lost,Canceled,50,12/13/24,0,12/13/24,5,Cold,Qualify,,SERVICES,Water line,Global Coffee Expo,Unknown,This Year,US Dollar,Robert Lyon,Contoso Coffee Price List,User Provided
03/15/23,Northwind Traders | Stainless Steel Tamper,Sebastian Wright,Contoso Suites,Won,Won,150,03/25/23,150,03/25/23,60,Warm,Close,,DRINKWARE,Stainless Steel Tamper,Loyalty Customer Promotion,Committee,Immediate,US Dollar,Heriberto Nathan,Contoso Coffee Price List,User Provided
05/01/23,Bellows College | Frothing Pitcher,Sebastian Wright,Contoso Suites,Lost,Out-Sold,200,06/30/23,0,06/30/23,55,Warm,Close,,DRINKWARE,Frothing Pitcher,Loyalty Customer Promotion,Committee,This Quarter,US Dollar,Lina Nevland,Contoso Coffee Price List,User Provided
04/07/24,Contoso Suites | Accu Scale,Sebastian Wright,Contoso Suites,Lost,Canceled,1000,07/07/24,0,07/07/24,40,Cold,Close,,DRINKWARE,Accu Scale,Coffee Machine Excellence,Individual,Next Quarter,US Dollar,Lucy Lambert,Contoso Coffee Price List,User Provided
12/12/22,Contoso Ltd. | Cupping Glass,Sebastian Wright,Contoso Suites,Won,Won,50,02/10/23,50,02/10/23,65,Warm,Close,,DRINKWARE,Cupping Glass,,Individual,This Quarter,US Dollar,Daisy Pope,Contoso Coffee Price List,User Provided
05/16/23,Graphic Design Institute | Caf̩ PG-1,Sebastian Wright,Contoso Suites,Won,Won,25650,08/10/23,25650,08/10/23,65,Warm,Close,,COMMERCIAL COFFEE GRINDERS,Caf̩ PG-1,Coffee Machine Excellence,Individual,This Quarter,US Dollar,Aurora Badillo,Contoso Coffee Price List,User Provided
12/20/24,Contoso Suites | Airpot XL,Sebastian Wright,Contoso Suites,Lost,Canceled,550,12/31/24,0,12/31/24,35,Cold,Qualify,,COMMERCIAL COFFEE MAKERS,Airpot XL,Loyalty Customer Promotion,Unknown,Immediate,US Dollar,Lucy Lambert,Contoso Coffee Price List,User Provided
01/30/24,Contoso Suites | Brew Filters,Sebastian Wright,Contoso Suites,Lost,Canceled,100,02/09/24,0,02/09/24,45,Cold,Qualify,,DRINKWARE,Brew Filters,Loyalty Customer Promotion,Unknown,Immediate,US Dollar,Lucy Lambert,Contoso Coffee Price List,User Provided
09/06/21,Contoso Suites | Caf̩ A-200 Automatic,Sebastian Wright,Contoso Suites,Lost,Canceled,152250,05/06/22,0,05/06/22,5,Cold,Develop,Lost,COMMERCIAL ESPRESSO,Caf̩ A-200 Automatic,Customer Care Campaign,Unknown,Next Quarter,US Dollar,Lucy Lambert,Contoso Coffee Price List,User Provided
09/13/23,Contoso Suites | Crema Caf̩ XL,Sebastian Wright,Contoso Suites,Won,Won,17700,11/30/23,17700,11/30/23,70,Warm,Close,,CONSUMER ESPRESSO,Crema Caf̩ XL,Coffee Machine Excellence,Individual,This Quarter,US Dollar,Lucy Lambert,Contoso Coffee Price List,User Provided
08/18/22,Liberty's Delightful Sinful Bakery & Cafe | Accu Scale,Sebastian Wright,Contoso Suites,Lost,Out-Sold,300,10/17/22,0,10/17/22,55,Warm,Close,,DRINKWARE,Accu Scale,Loyalty Customer Promotion,Committee,This Quarter,US Dollar,Daisy Pope,Contoso Coffee Price List,User Provided
08/13/24,Best For You Organics Company | Airpot Lite,Sebastian Wright,Contoso Suites,Won,Won,1850,10/14/24,1850,10/14/24,65,Warm,Close,,COMMERCIAL COFFEE MAKERS,Airpot Lite,Coffee Machine Excellence,Individual,This Quarter,US Dollar,Logan Patterson,Contoso Coffee Price List,User Provided
10/27/22,School of Fine Art | Drink Spoon,Sebastian Wright,Contoso Suites,Won,Won,200,12/26/22,200,12/26/22,65,Warm,Close,,DRINKWARE,Drink Spoon,Coffee Machine Excellence,Individual,This Quarter,US Dollar,Rory Flowers,Contoso Coffee Price List,User Provided
12/09/21,Trey Research | Barista Express,Sebastian Wright,Contoso Suites,Won,Won,41000,03/20/22,41000,03/20/22,75,Warm,Close,,COMMERCIAL ESPRESSO,Barista Express,,Individual,This Quarter,US Dollar,Alex Baker,Contoso Coffee Price List,User Provided
03/06/23,Woodgrove Bank | Caf̩ Corto,Sebastian Wright,Contoso Suites,Won,Won,191000,09/23/23,191000,09/23/23,90,Hot,Close,,COMMERCIAL ESPRESSO,Caf̩ Corto,,Individual,Immediate,US Dollar,Nealy Middas,Contoso Coffee Price List,User Provided
08/23/24,Fabrikam Inc. | Travel Brew 100,Sebastian Wright,Contoso Suites,Won,Won,6700,09/09/24,6700,09/09/24,95,Hot,Close,,CONSUMER COFFEE MAKERS,Travel Brew 100,,Individual,Immediate,US Dollar,Eva Corets,Contoso Coffee Price List,User Provided
01/12/25,Fourth Coffee | Caf̩ S-100 Semi-Automatic,Sebastian Wright,Contoso Suites,Open,In Progress,417750,09/22/26,0,,0,Cold,Propose,,COMMERCIAL ESPRESSO,Caf̩ S-100 Semi-Automatic,Sustainable Coffee Newsletter,Unknown,This Year,US Dollar,Carole Poland,Contoso Coffee Price List,User Provided
06/07/24,Humongous Insurance | Barista Lite,Sebastian Wright,Contoso Suites,Won,Won,2850,08/09/24,2850,08/09/24,75,Warm,Close,,CONSUMER ESPRESSO,Barista Lite,,Individual,This Quarter,US Dollar,Naoki Sato,Contoso Coffee Price List,User Provided
09/30/22,Contoso Suites | Carafe Pro,Sebastian Wright,Contoso Suites,Lost,Canceled,600,12/30/22,0,12/30/22,35,Cold,Qualify,,DRINKWARE,Carafe Pro,,Individual,Next Quarter,US Dollar,Lucy Lambert,Contoso Coffee Price List,User Provided
02/29/24,Contoso Suites | Carafe Pro,Sebastian Wright,Contoso Suites,Lost,Canceled,650,05/30/24,0,05/30/24,35,Cold,Qualify,,DRINKWARE,Carafe Pro,,Individual,Next Quarter,US Dollar,Lucy Lambert,Contoso Coffee Price List,User Provided
09/30/21,Lucerne Publishing | 1-Year Organic Office Coffee Subscription,Sebastian Wright,Contoso Suites,Won,Won,27650,11/07/21,27650,11/07/21,75,Warm,Close,,SUBSCRIPTION-CM,1-Year Organic Office Coffee Subscription,Loyalty Customer Promotion,Committee,Immediate,US Dollar,Freida Farley,Contoso Coffee Price List,User Provided
05/09/24,Contoso Suites | CP Cappuccino Cup with Saucer,Sebastian Wright,Contoso Suites,Lost,Canceled,200,08/07/24,0,08/07/24,35,Cold,Qualify,,DRINKWARE,CP Cappuccino Cup with Saucer,,Individual,Next Quarter,US Dollar,Lucy Lambert,Contoso Coffee Price List,User Provided
01/10/24,Contoso Suites | Crema Caf̩,Sebastian Wright,Fabrikam Inc.,Lost,Canceled,15550,04/25/24,0,04/25/24,35,Cold,Develop,,CONSUMER ESPRESSO,Crema Caf̩,,Individual,Next Quarter,US Dollar,Lucy Lambert,Contoso Coffee Price List,User Provided
03/30/23,A. Datum Corporation | Accu Scale,Sebastian Wright,Fabrikam Inc.,Won,Won,550,04/10/23,550,04/10/23,60,Warm,Close,,DRINKWARE,Accu Scale,Loyalty Customer Promotion,Committee,Immediate,US Dollar,Kevin Martin,Contoso Coffee Price List,User Provided
09/16/24,Fabrikam Inc. | Cleaning Kit,Sebastian Wright,Fabrikam Inc.,Won,Won,200,11/15/24,200,11/15/24,75,Warm,Close,,DRINKWARE,Cleaning Kit,,Individual,This Quarter,US Dollar,Eva Corets,Contoso Coffee Price List,User Provided
08/25/21,Contoso Suites | Deluxe Decanter,Sebastian Wright,Fabrikam Inc.,Lost,Canceled,150,09/04/21,0,09/04/21,40,Cold,Qualify,,DRINKWARE,Deluxe Decanter,Barista Monthly Digest,Unknown,Immediate,US Dollar,Lucy Lambert,Contoso Coffee Price List,User Provided
11/14/24,Contoso Suites | Deluxe Decanter,Sebastian Wright,Fabrikam Inc.,Lost,Canceled,1150,01/14/25,0,01/14/25,25,Cold,Close,,DRINKWARE,Deluxe Decanter,Perfect Brew Coffee  Webinar,Unknown,This Quarter,US Dollar,Lucy Lambert,Contoso Coffee Price List,User Provided
03/01/22,Contoso Ltd. | Airpot Duo,Sebastian Wright,Fabrikam Inc.,Won,Won,1150,03/12/22,1150,03/12/22,80,Hot,Close,,COMMERCIAL COFFEE MAKERS,Airpot Duo,,Individual,Immediate,US Dollar,Daisy Pope,Contoso Coffee Price List,User Provided
04/14/23,Northwind Traders | Diner Mug,Sebastian Wright,Fabrikam Inc.,Won,Won,250,04/24/23,250,04/24/23,85,Hot,Close,,DRINKWARE,Diner Mug,,Individual,Immediate,US Dollar,Heriberto Nathan,Contoso Coffee Price List,User Provided
07/29/21,Trey Research | CP Cappuccino Cup with Saucer,Sebastian Wright,Fabrikam Inc.,Lost,Out-Sold,50,08/08/21,0,08/08/21,60,Warm,Close,,DRINKWARE,CP Cappuccino Cup with Saucer,Perfect Brew Coffee  Webinar,Unknown,Immediate,US Dollar,Alex Baker,Contoso Coffee Price List,User Provided
01/05/23,Contoso Suites | Storage Canister,Sebastian Wright,Fabrikam Inc.,Lost,Canceled,200,03/06/23,0,03/06/23,20,Cold,Qualify,Lost,DRINKWARE,Storage Canister,Sustainable Coffee Newsletter,Unknown,This Quarter,US Dollar,Lucy Lambert,Contoso Coffee Price List,User Provided
05/26/23,Humongous Insurance | Cleaning Kit,Sebastian Wright,Fabrikam Inc.,Won,Won,650,06/06/23,650,06/06/23,95,Hot,Close,,DRINKWARE,Cleaning Kit,Coffee Machine Excellence,Individual,Immediate,US Dollar,Naoki Sato,Contoso Coffee Price List,User Provided
02/14/24,Fabrikam Inc. | Airpot,Sebastian Wright,Fabrikam Inc.,Lost,Canceled,3500,02/28/24,0,02/28/24,50,Cold,Close,,COMMERCIAL COFFEE MAKERS,Airpot,Global Coffee Expo,Unknown,Immediate,US Dollar,Eva Corets,Contoso Coffee Price List,User Provided
09/01/24,Fabrikam Inc. | Airpot,Sebastian Wright,Fabrikam Inc.,Lost,Canceled,4850,11/05/24,0,11/05/24,25,Cold,Close,Lost,COMMERCIAL COFFEE MAKERS,Airpot,Global Coffee Expo,Unknown,This Quarter,US Dollar,Eva Corets,Contoso Coffee Price List,User Provided
05/18/24,First Up Consultants | 2-Year Espresso Blend Subscription,Sebastian Wright,Fabrikam Inc.,Lost,Out-Sold,116850,12/11/24,0,12/11/24,60,Warm,Close,,SUBSCRIPTION-CM,2-Year Espresso Blend Subscription,Coffee Machine Excellence,Individual,Next Quarter,US Dollar,Armin Woodward,Contoso Coffee Price List,User Provided
06/03/23,Fabrikam Inc. | AutoDrip,Sebastian Wright,Fabrikam Inc.,Lost,Canceled,3850,09/05/23,0,09/05/23,20,Cold,Close,,CONSUMER COFFEE MAKERS,AutoDrip,New Product Release,Unknown,Next Quarter,US Dollar,Eva Corets,Contoso Coffee Price List,User Provided
12/19/24,Fabrikam Inc. | Barista Express,Sebastian Wright,Fabrikam Inc.,Lost,Canceled,28100,01/26/25,0,01/26/25,50,Cold,Develop,,COMMERCIAL ESPRESSO,Barista Express,Loyalty Customer Promotion,Unknown,Immediate,US Dollar,Eva Corets,Contoso Coffee Price List,User Provided
09/09/21,Fabrikam Inc. | Barista Express,Sebastian Wright,Fabrikam Inc.,Lost,Canceled,141300,03/29/22,0,03/29/22,25,Cold,Develop,,COMMERCIAL ESPRESSO,Barista Express,Coffee Innovation Webinar,Unknown,This Quarter,US Dollar,Eva Corets,Contoso Coffee Price List,User Provided
08/19/24,Humongous Insurance | Cupping Glass,Sebastian Wright,Fabrikam Inc.,Won,Won,0,08/29/24,0,08/29/24,90,Hot,Close,,DRINKWARE,Cupping Glass,,Individual,Immediate,US Dollar,Naoki Sato,Contoso Coffee Price List,User Provided
08/17/21,Humongous Insurance | 1-Year Organic Office Coffee Subscription,Sebastian Wright,Fabrikam Inc.,Won,Won,32400,09/28/21,32400,09/28/21,95,Hot,Close,,SUBSCRIPTION-CM,1-Year Organic Office Coffee Subscription,,Individual,Immediate,US Dollar,Naoki Sato,Contoso Coffee Price List,User Provided
04/24/21,Fabrikam Inc. | Caf̩ A-200 Automatic,Sebastian Wright,Fabrikam Inc.,Lost,Canceled,247900,03/28/22,0,03/28/22,10,Cold,Develop,,COMMERCIAL ESPRESSO,Caf̩ A-200 Automatic,Perfect Brew Coffee  Webinar,Unknown,Next Quarter,US Dollar,Eva Corets,Contoso Coffee Price List,User Provided
08/19/24,Wide World Importers | 2-Year Fair Trade Coffee Subscription,Sebastian Wright,Fabrikam Inc.,Won,Won,84900,11/22/24,84900,11/22/24,90,Hot,Close,,SUBSCRIPTION-CM,2-Year Fair Trade Coffee Subscription,,Individual,Immediate,US Dollar,Rodrigo Carrera,Contoso Coffee Price List,User Provided
02/24/23,Trey Research | Smart Grind Travel,Sebastian Wright,Fabrikam Inc.,Won,Won,4400,04/29/23,4400,04/29/23,85,Hot,Close,,CONSUMER COFFEE GRINDERS,Smart Grind Travel,Coffee Machine Excellence,Individual,This Quarter,US Dollar,Alex Baker,Contoso Coffee Price List,User Provided
09/09/21,Fabrikam Inc. | Caf̩ PG-1 Pro,Sebastian Wright,Fabrikam Inc.,Lost,Canceled,50000,01/27/22,0,01/27/22,35,Cold,Develop,,COMMERCIAL COFFEE GRINDERS,Caf̩ PG-1 Pro,,Individual,Next Quarter,US Dollar,Eva Corets,Contoso Coffee Price List,User Provided
07/18/22,Fabrikam Inc. | Caf̩ PG-1 Pro,Sebastian Wright,Fabrikam Inc.,Lost,Canceled,53400,09/19/22,0,09/19/22,45,Cold,Develop,,COMMERCIAL COFFEE GRINDERS,Caf̩ PG-1 Pro,Perfect Brew Coffee  Webinar,Unknown,Immediate,US Dollar,Eva Corets,Contoso Coffee Price List,User Provided
05/26/24,Liberty's Delightful Sinful Bakery & Cafe | Storage Canister,Sebastian Wright,Fabrikam Inc.,Lost,Out-Sold,150,07/25/24,0,07/25/24,55,Warm,Close,,DRINKWARE,Storage Canister,Loyalty Customer Promotion,Committee,This Quarter,US Dollar,Daisy Pope,Contoso Coffee Price List,User Provided
03/26/24,Woodgrove Bank | 2-Year Espresso Blend Subscription,Sebastian Wright,Fabrikam Inc.,Won,Won,35100,05/10/24,35100,05/10/24,95,Hot,Close,,SUBSCRIPTION-CM,2-Year Espresso Blend Subscription,,Individual,Immediate,US Dollar,Nealy Middas,Contoso Coffee Price List,User Provided
